Url,Name,Address,Phone,Latitude,Longitude,Category,Price,RatingAverage,TotalReviews
https://www.yelp.it/biz/pizzeria-al-buco-bari,'Pizzeria Al Buco','Via Nitto de Rossi 2A 70123 Bari','080 5740113',?,?,Pizzerie,null,3,2
https://www.yelp.it/biz/pizzeria-chez-jo-bari,'Pizzeria Chez JO','Viale Luigi Einaudi 69 70125 Bari','080 5484836',?,?,Pizzerie,3,3,2
https://www.yelp.it/biz/alberosole-bari,Alberosole,'Corso Vittorio Emanuele 13 98030 Bari','080 5235446',?,?,'Cucina italiana',3,3.5,2
https://www.yelp.it/biz/pizzeria-continental-pizzorante-bari-2,'Pizzeria Continental Pizzorante','Corso Cavour 186 70121 Bari','080 5247277',?,?,Pizzerie,2,3.5,3
https://www.yelp.it/biz/panificio-el-focacciaro-bari,'Panificio El Focacciaro','Via Cognetti 43 70100 Bari','080 5540998',?,?,Panifici,2,4,1
https://www.yelp.it/biz/el-pedro-di-graziosi-michele-bari,'EL Pedro di Graziosi Michele','Via Niccolo  Piccinni 152 70122 Bari','080 5211294',?,?,'Cucina italiana',2,4,1
https://www.yelp.it/biz/maltos-beer-bari,'Malto’s Beer','Via Aurelio Carrante 1 70124 Bari','080 2021106',?,?,'Pizzerie; Barbecue; Birreria',null,3,1
https://www.yelp.it/biz/mercato-del-pesce-bari,'Mercato del pesce',Bari,null,?,?,'Piatti a base di pesce',null,3,1
https://www.yelp.it/biz/al-sorso-preferito-bari,'Al Sorso Preferito','De Nicolo 46 70121 Bari','080 5235747',?,?,'Cucina italiana',null,3,1
https://www.yelp.it/biz/cafe-rock-bari,'Cafe Rock','Piazza Giulio Cesare 30 70124 Bari','080 5576983',?,?,Caffè,null,3,1
https://www.yelp.it/biz/le-tre-lanterne-bari,'Le Tre Lanterne','Viale Orazio Flacco 22A 70124 Bari','080 5616246',?,?,'Cucina italiana',null,4,1
'https://www.yelp.it/biz/caf\%C3\%A9-murat-bari','Café Murat','Via Argiro 86 70121 Bari','080 2049109',?,?,Caffè,null,3,1
https://www.yelp.it/biz/oolivoo-bari,Oolivoo,'Via Venezia 13 70056 Bari',null,?,?,'Cucina pugliese',2,3,1
https://www.yelp.it/biz/pizzeria-bianco-farina-bari,'Pizzeria Bianco Farina','Corso Vittorio Emanuele 81 70122 Bari','080 5215515',?,?,Pizzerie,2,3,1
https://www.yelp.it/biz/la-pignata-bari,'La Pignata','Corso Vittorio Emanuele II 173 70122 Bari','080 5232481',?,?,'Cucina italiana',3,4,1
https://www.yelp.it/biz/gelateria-piccinni-bari,'Gelateria Piccinni','Via Nicolò Piccinni 131 70122 Bari','328 9537788',?,?,'Gelaterie; Senza glutine; Dolci',2,3,1
https://www.yelp.it/biz/timeout-bari,Timeout,'Via Giuseppe Fanelli 285 70125 Bari','389 6954338',?,?,'Friggitorie; Pub; Panini/Sandwich',1,3,1
https://www.yelp.it/biz/taiki-bari,Taiki,'Via Cardinale Agostino Ciasca 25 70124 Bari','080 5681000',?,?,'Cucina giapponese; Sushi bar; Zuppe',3,3,1
https://www.yelp.it/biz/stazione-servizio-erg-bari,'Stazione Servizio Erg','Strada Provinciale 54 Bari',null,?,?,Mense,1,3,1
https://www.yelp.it/biz/la-provolina-bari,'La Provolina','Lungomare Giambattista Starita 19 70123 Bari','080 5347593',?,?,'Cucina italiana',null,4,2
https://www.yelp.it/biz/la-locanda-bari,'La Locanda','Piazza Mercantile 63 70122 Bari','080 5227705',?,?,'Cucina italiana',2,4,3
https://www.yelp.it/biz/nuovo-fizzarotti-bari,'Nuovo Fizzarotti','Corso Vittorio Emanuele Ii 168 70122 Bari',null,?,?,'Cucina italiana',2,4.5,2
https://www.yelp.it/biz/le-due-antenne-bari,'Le Due Antenne','Via Giustino Fortunato 10 70125 Bari','080 5010039',?,?,Pizzerie,1,3,2
https://www.yelp.it/biz/younger-pub-bari,'Younger Pub','Corso Benedetto Croce 80 70125 Bari','339 3192275',?,?,'Cucina italiana; Pub',null,2,1
https://www.yelp.it/biz/pizzeria-pizza-e-altro-bari,'Pizzeria Pizza e Altro','Via Antonio Salandra 9A 70124 Bari','080 5428587',?,?,'Pizzerie; Cucina pugliese',2,3,1
https://www.yelp.it/biz/conchigliabar-bari,Conchigliabar,'Via Gimma Abate 39 70122 Bari','080 5242876',?,?,'Caffè; Panini/Sandwich',null,2,1
https://www.yelp.it/biz/re-vittorio-bari,'Re Vittorio','Corso Vittorio Emanuele II 87 70122 Bari',null,?,?,Yogurterie,null,2,1
https://www.yelp.it/biz/cult-bari,Cult,'Piazza Mercantile 69 70122 Bari',null,?,?,'Cucina italiana',null,2,1
https://www.yelp.it/biz/hamp-bari,Hamp,'Corso Vittorio Emanuele II 92 70122 Bari','360 1063191',?,?,'Cucina pugliese; Hamburger',null,2,1
https://www.yelp.it/biz/cinese-fang-xiang-bari,'Cinese Fang Xiang','Via Orazio Flacco 7 70124 Bari','080 5617802',?,?,'Cucina cinese',1,4,2
https://www.yelp.it/biz/pizzeria-antipasteria-bistro-bari,'Pizzeria Antipasteria Bistro','Via Alighieri Dante 293 70122 Bari','080 5739772',?,?,'Pizzerie; Bistrot',2,5,1
https://www.yelp.it/biz/tatami-bari,Tatami,'Via G Posca 7 70124 Bari','080 2025770',?,?,'Cucina giapponese; Sushi bar; Cucina fusion asiatica',3,5,1
https://www.yelp.it/biz/urban-bari,Urban,'Via Nicolai 10 70122 Bari','080 5210203',?,?,'Cucina italiana; Cucina mediterranea',1,5,1
https://www.yelp.it/biz/spaghetteria-70cento-bari,'Spaghetteria 70Cento','Via Abate Gimma 164 70122 Bari','080 9186804',?,?,'Pizzerie; Piatti a base di pesce; Cucina italiana',1,5,1
'https://www.yelp.it/biz/caff\%C3\%A8-latino-bari-2','Caffè Latino','Via Gaetano Postiglione 1 70126 Bari','080 5534971',?,?,'Bar; Caffè; Caffè/Tè',2,5,1
https://www.yelp.it/biz/pizzeria-la-tana-bari,'Pizzeria la Tana','Via G.Amendola 29 70126 Bari','080 2205593',?,?,Pizzerie,null,5,1
https://www.yelp.it/biz/tabit-bari,Tabit,'Via Ottavio Serena 39 70126 Bari','080 5588191',?,?,'Pizzerie; Cucina vegana',2,5,1
https://www.yelp.it/biz/colorado-caffe-bari,'Colorado Caffe','Via Filippo Turati 22 70125 Bari','080 2374279',?,?,Bar,1,5,1
https://www.yelp.it/biz/bar-tolesco-antonio-bari,'Bar Tolesco Antonio','Via Michele Garruba 17 Bari','080 5216642',?,?,'Caffè; Caffè/Tè',null,5,1
https://www.yelp.it/biz/grill-burger-house-bari,'Grill Burger House','Corso Vittorio Emanuele II 41 70122 Bari','377 9817806',?,?,'Hamburger; Birreria',2,5,1
https://www.yelp.it/biz/la-pupetta-bari,'La Pupetta','Via Benedetto Cairoli 25 70122 Bari','080 5210216',?,?,Panifici,2,5,1
https://www.yelp.it/biz/il-sedile-bari,'Il Sedile','Piazza Mercantile 84 70122 Bari',null,?,?,'Pizzerie; Cucina italiana; Insalate',1,5,1
https://www.yelp.it/biz/prosepe-pasticceri-valenzano,'Prosepe Pasticceri','Via Vittorio Alfieri 42 70010 Valenzano','080 8492075',?,?,Yogurterie,null,5,1
'https://www.yelp.it/biz/nd\%C3\%A8rre-a-la-lanze-bari','NDèrre a la lanze','Situato dentro Aeroporto Internazionale Karol Wojtyla',null,?,?,'Cucina pugliese',null,2,1
https://www.yelp.it/biz/le-veronique-bari-2,'Le Veronique','Via Samuel F Hahnemann 4 70126 Bari','080 5461822',?,?,'Bar; Brasserie; Pizzerie',3,5,1
https://www.yelp.it/biz/bar-miramare-bari,'Bar Miramare','Via Leopardi Torre a Mare 54 70126 Bari','080 5430252',?,?,Caffè,2,5,1
https://www.yelp.it/biz/morelli-antonio-modugno,'Morelli / Antonio','Via Palese 12 70026 Modugno','080 5323071',?,?,Panifici,null,5,1
https://www.yelp.it/biz/momo-bari,Momo’,'Corso Vittorio Emanuele II 25-87 70122 Bari',null,?,?,'Lounge bar; Gastropub',2,4,1
https://www.yelp.it/biz/pizza-bon-bari,'Pizza Bon','via franchetti 70125 Bari',null,?,?,'Pizzerie; Cucina italiana',null,4,1
https://www.yelp.it/biz/givaro-c-bari,'Givaro’ C.','Via Gaetano Salvemini 16 70125 Bari','080 5024856',?,?,Gelaterie,null,4,1
https://www.yelp.it/biz/al-cantuccio-bari,'Al Cantuccio','Via Forze Armate 42 70126 Bari','080 5530058',?,?,Pizzerie,null,4,1
https://www.yelp.it/biz/pizzeria-osteria-dal-vassallo-bari,'Pizzeria Osteria Dal Vassallo','Via Salvatore Cognetti 13 70121 Bari','080 5236960',?,?,Pizzerie,2,4,1
https://www.yelp.it/biz/antica-osteria-cairoli-bari,'Antica Osteria Cairoli','Via Benedetto Cairoli 77 70122 Bari','080 5243554',?,?,'Caffè; Caffè/Tè',2,4,1
https://www.yelp.it/biz/la-braciola-bari,'La Braciola','Via Dante Alighieri 198 70122 Bari','080 5214122',?,?,'Cucina italiana',null,4,1
https://www.yelp.it/biz/biancofarina-bari,Biancofarina,'Corso Vittorio Emanuele II 81 70121 Bari','080 5215515',?,?,'Pizzerie; Cucina italiana',null,4,1
https://www.yelp.it/biz/le-mura-bari,'Le Mura','Via Venezia 33 70122 Bari','080 5212376',?,?,Bar,2,4,1
https://www.yelp.it/biz/la-battigia-di-schiralli-antonio-bari,'La Battigia di Schiralli Antonio','Via di Crollalanza 1 70121 Bari','080 5240022',?,?,'Cucina italiana',2,5,1
https://www.yelp.it/biz/gulp-bari,Gulp,'Via Enrico Pappacena 4G 70124 Bari','080 9758460',?,?,'Wine bar; Norcinerie; Birreria',2,4,1
https://www.yelp.it/biz/le-lupin-dei-f-lli-zambetta-bari,'LE Lupin dei F.lli Zambetta','Via Amendola 145 A/B 70126 Bari','080 2205730',?,?,Pizzerie,2,4,1
https://www.yelp.it/biz/babayaga-bari,Babayaga,'Largo di Santo Spirito Cristoforo Colombo Bari',null,?,?,'Caffè; Gelaterie; Caffè/Tè',1,1,1
'https://www.yelp.it/biz/pizzeria-dreher-dregh\%C3\%A8r-bari','Pizzeria Dreher dreghèr','Strada Palazzo dell Intendenza 20-43 70122 Bari',null,?,?,Caffè,1,5,1
https://www.yelp.it/biz/pizzeria-d-autore-bari,'Pizzeria D’autore','Via Alessandro Maria Calefati 199 70122 Bari','080 5230726',?,?,Pizzerie,null,5,1
https://www.yelp.it/biz/al-paradise-palese,'Al Paradise','Lungomare Saverio Noviello 70128 Palese','080 5306607',?,?,'Pizzerie; Piatti a base di pesce; Cucina italiana',3,5,1
https://www.yelp.it/biz/terra-di-mezzo-bari,'Terra di Mezzo','Via Giovanni Amendola 133 70126 Bari','080 5573692',?,?,Pub,2,3,1
https://www.yelp.it/biz/pizzeria-enzo-bari,'Pizzeria Enzo','Via Nizza 22 70126 Bari','080 5425743',?,?,Pizzerie,2,3,1
https://www.yelp.it/biz/caffeteria-federico-ii-bari,'Caffeteria Federico II','Piazza Federico II di Svevia 85 70122 Bari','080 5213173',?,?,Caffetteria,null,5,1
https://www.yelp.it/biz/grotta-azzurra-bari,'Grotta Azzurra','Corso Vittorio Emanuele II 187 70122 Bari','080 5230397',?,?,'Cucina italiana',2,5,1
https://www.yelp.it/biz/al-raffaello-bari,'Al Raffaello','Via Principe Amedeo 224 70122 Bari','347 5313764',?,?,'Cucina pugliese; Barbecue; Cucina mediterranea',2,2,1
https://www.yelp.it/biz/le-plus-bon-bari,'Le Plus Bon','Via Giuseppe Pavoncelli 135 70125 Bari','080 5026332',?,?,Pizzerie,1,4,1
https://www.yelp.it/biz/al-pescatore-bari,'Al Pescatore','Piazza Federico II di Svevia 8 70122 Bari','080 5237039',?,?,'Cucina pugliese',4,1,2
https://www.yelp.it/biz/pizzeria-il-pirata-bari,'Pizzeria Il Pirata','Via Fontana Nuova Torre A Mare 19 70126 Bari','080 5432799',?,?,'Cucina italiana',2,3,1
https://www.yelp.it/biz/da-nicola-torre-a-mare,'Da Nicola','Via Principi di Piemonte Torre A Mare 3 70126 Torre a Mare','080 5430043',?,?,'Cucina italiana',2,3,3
https://www.yelp.it/biz/il-covo-del-gusto-perduto-bari,'Il Covo del Gusto Perduto','Traversa 67 Giulio Petroni 63 70124 Bari','080 5422333',?,?,Pizzerie,null,2,1
https://www.yelp.it/biz/hagakure-fusion-bari,'Hagakure - Fusion','Via Amendola 203 70125 Bari','080 5484792',?,?,'Cucina giapponese; Cucina fusion asiatica',null,1,1
https://www.yelp.it/biz/cris-e-bio-bari,'Cris e Bio','Via Giuseppe Papalia 12 70126 Bari','080 5559317',?,?,Pizzerie,null,4,1
https://www.yelp.it/biz/windigo-saloon-bari,'Windigo Saloon','Via Mauro Amoruso 31 70124 Bari','349 5669329',?,?,'Pub; Birreria',4,1,1
https://www.yelp.it/biz/quanto-basta-bari,'Quanto Basta','Via di Torre a mare Monte Grappa 17 70126 Bari',null,?,?,'Pizzerie; Cucina napoletana',null,2,1
https://www.yelp.it/biz/pizzeria-divina-bari,'Pizzeria Divina','Via Orazio Comes 55 70124 Bari','080 5615713',?,?,Pizzerie,3,3,1
https://www.yelp.it/biz/il-fornaccio-bari,'Il Fornaccio','Via Crispi 87 70123 Bari','080 5740493',?,?,Pizzerie,null,4,1
https://www.yelp.it/biz/l-antico-arco-cellamare,'L’antico Arco','Corso Roma 31 70010 Cellamare','080 4656280',?,?,'Pizzerie; Cucina italiana',2,4,1
https://www.yelp.it/biz/pizzeria-da-vito-bari,'Pizzeria DA Vito','Via Filippo Turati 20 70125 Bari','080 5025000',?,?,Pizzerie,null,1,1
https://www.yelp.it/biz/ghiaccio-bollente-bari-santo-spirito,'Ghiaccio Bollente','Lungomare Cristoforo Colombo 20 70050 Bari Santo Spirito','080 5336943',?,?,Bar,1,4,1
https://www.yelp.it/biz/pizzeria-la-piazzetta-bitritto,'Pizzeria La Piazzetta','Piazza Umberto I 10 70020 Bitritto','080 631085',?,?,Pizzerie,2,4,1
https://www.yelp.it/biz/pizza-rama-di-frisone-andrea-modugno,'Pizza Rama Di Frisone Andrea','Via Taormina 14 70026 Modugno','080 5354518',?,?,Pizzerie,null,3,1
https://www.yelp.it/biz/home-burger-palese,'Home Burger','Situato dentro Aeroporto Internazionale Karol Wojtyla','041 4561111',?,?,'Tapas/snack; Cucina britannica; Hamburger',2,3,1
https://www.yelp.it/biz/nouvel-vis-a-vis-modugno,'Nouvel VIS A VIS','Via Roma 102A 70026 Modugno','080 2020639',?,?,'Pizzerie; Cucina italiana',2,5,1
https://www.yelp.it/biz/noha-parco-scizzo-parchitello,Noha,'Strada Provinciale 57 70016 Parco Scizzo-parchitello',null,?,?,'Cucina mediterranea',2,2,1
https://www.yelp.it/biz/pizzeria-petit-roi-bitritto,'Pizzeria Petit Roi','Via Giuseppe Mazzini 25 70020 Bitritto','080 631339',?,?,Pizzerie,null,5,1
https://www.yelp.it/biz/antichi-sapori-torre-a-mare,'Antichi Sapori','Piazza Vittorio Veneto Torre A Mare 5 70126 Torre a Mare','080 5431267',?,?,'Cucina italiana',null,4,2
https://www.yelp.it/biz/biffi-valenzano,Biffi,'Via Alcide De Gasperi 13 70010 Valenzano',null,?,?,'Bar con sport in TV',2,4,1
https://www.yelp.it/biz/las-vegas-torre-a-mare,'Las Vegas','Piazza Vittorio Veneto in Torre a Mare 70126 Torre a Mare',null,?,?,Caffè,2,5,1
'https://www.yelp.it/biz/glamour-caff\%C3\%A8-lamie','Glamour Caffè','Via Andrej Sacharov 49 70010 Lamie',null,?,?,'Caffè; Bar',null,4,1
https://www.yelp.it/biz/lo-sfizio-bitritto,'Lo Sfizio','Via Balenzano 70020 Bitritto','080 634641',?,?,'Cucina italiana',null,4,1
https://www.yelp.it/biz/casablanca-bari,Casablanca,'Via Tenente Nicola Massaro 101-129 70128 Bari',null,?,?,Ristoranti,2,3,1
https://www.yelp.it/biz/bar-italia-noicattaro,'Bar Italia','Piazza Umberto 70016 Noicattaro',null,?,?,Bar,null,4,1
https://www.yelp.it/biz/ristorante-lo-scoglio-da-vito-bari-2,'Ristorante Lo Scoglio DA Vito','Lungomare Massaro 70128 Bari','080 2379238',?,?,'Cucina italiana',3,1,1
